species;year;month;lon;lat
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2004;1;-7,433057;39,42206
Pelophylax perezi;2012;6;-0,64;38,7
Pelophylax perezi;1990;1;-8,097891;38,3556
Pelophylax perezi;1997;1;-0,78;38,06
Pelophylax perezi;1995;1;-7,473518;37,53023
Pelophylax perezi;2006;1;-5,52;36,7
Pelophylax perezi;2020;5;-9,248091;38,65523
Pelophylax perezi;2014;6;-9,135926;39,2749
Pelophylax perezi;2006;1;-4,51;36,72
Pelophylax perezi;2006;1;-5,29;36,44
Pelophylax perezi;2022;5;-7,751008;37,29921
Pelophylax perezi;2020;3;2,692567;39,71572
Pelophylax perezi;2022;6;-9,025638;38,60622
Pelophylax perezi;2005;2;-7,336431;39,79064
Pelophylax perezi;2005;5;-8,254177;39,14836
Pelophylax perezi;2013;6;2,814;39,84883
Pelophylax perezi;2022;4;-6,0638;38,56114
Pelophylax perezi;2007;1;-8,642722;38,61982
Pelophylax perezi;1998;1;-7,473518;37,53023
Pelophylax perezi;2006;1;-7,33;38,61
Pelophylax perezi;1992;1;-0,61;39,68
Pelophylax perezi;2019;4;-7,443658;37,23414
Pelophylax perezi;2007;1;-7,83493;38,68285
Pelophylax perezi;2022;2;-5,670671;38,04283
Pelophylax perezi;2021;5;-4,962951;36,77365
Pelophylax perezi;1990;1;-8,866082;38,57553
Pelophylax perezi;2017;5;-6,028167;39,84535
Pelophylax perezi;2007;1;-8,609799;39,7367
Pelophylax perezi;2007;1;-8,54321;38,26913
Pelophylax perezi;2022;2;-5,58615;38,01418
Pelophylax perezi;2021;11;-2,913157;36,89495
Pelophylax perezi;2012;4;-8,716877;39,51405
Pelophylax perezi;2007;1;-7,584877;39,92961
Pelophylax perezi;2005;4;-8,087152;38,72115
Pelophylax perezi;2006;1;-4,54;37,98
Pelophylax perezi;2020;6;-8,114182;38,7735
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2004;1;-7,316928;39,42044
Pelophylax perezi;2018;3;-5,259795;37,84623
Pelophylax perezi;2004;1;-8,600831;38,35056
Pelophylax perezi;2016;7;-8,551304;37,2817
Pelophylax perezi;2021;3;-0,613355;38,81499
Pelophylax perezi;2006;1;-3,4;37,9
Pelophylax perezi;2004;1;-8,735216;38,14634
Pelophylax perezi;1990;1;-7,504775;39,20591
Pelophylax perezi;2021;3;-9,387417;38,95618
Pelophylax perezi;2022;2;-5,815199;37,94394
Pelophylax perezi;2016;5;-5,393266;36,58489
Pelophylax perezi;2018;4;-6,029506;39,97508
Pelophylax perezi;2011;2;-5,516578;37,91332
Pelophylax perezi;2005;5;-8,095014;39,28268
Pelophylax perezi;2021;10;-7,010054;38,88631
Pelophylax perezi;2019;9;-9,421817;38,79351
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2004;1;-7,471679;37,62032
Pelophylax perezi;2022;5;-8,469003;39,76846
Pelophylax perezi;2018;6;-5,406887;36,47033
Pelophylax perezi;2007;1;-8,493906;38,9266
Pelophylax perezi;2022;5;-8,60762;37,14393
Pelophylax perezi;2021;12;-0,689783;38,15304
Pelophylax perezi;2010;4;-4,058504;38,13699
Pelophylax perezi;2015;2;-5,847348;37,7475
Pelophylax perezi;1994;6;-8,009982;39,6987
Pelophylax perezi;2010;4;-6,028876;39,83118
Pelophylax perezi;2019;4;-4,415849;36,82725
Pelophylax perezi;2006;1;-2,04;37,63
Pelophylax perezi;2022;7;-8,703922;38,07547
Pelophylax perezi;2022;4;-4,444572;37,21379
Pelophylax perezi;2022;5;-7,376641;39,38985
Pelophylax perezi;2005;6;-7,320164;39,23969
Pelophylax perezi;2004;4;-7,658367;39,77183
Pelophylax perezi;2007;1;-7,810949;38,59495
Pelophylax perezi;2016;7;-5,669209;37,99276
Pelophylax perezi;2004;4;-8,784684;39,14607
Pelophylax perezi;2014;5;-0,9;39,62
Pelophylax perezi;1990;1;-7,146515;39,63975
Pelophylax perezi;2004;1;-7,584957;37,62174
Pelophylax perezi;2006;5;-0,78;39,09
Pelophylax perezi;2019;3;-4,778029;37,90323
Pelophylax perezi;2021;6;-8,719867;38,1187
Pelophylax perezi;2004;7;-8,000416;39,67747
Pelophylax perezi;2005;4;-8,720901;39,91275
Pelophylax perezi;2005;1;-7,543552;39,69379
Pelophylax perezi;1990;1;-8,001945;38,00407
Pelophylax perezi;1990;1;-8,238325;37,58834
Pelophylax perezi;2022;4;-2,783312;38,38777
Pelophylax perezi;2006;1;-3,28;37,99
Pelophylax perezi;2004;10;-8,110174;37,93205
Pelophylax perezi;1990;1;-7,072276;38,91523
Pelophylax perezi;2020;2;-6,566398;37,04691
Pelophylax perezi;1991;5;-0,48;38,7
Pelophylax perezi;1989;1;-0,89;37,97
Pelophylax perezi;2011;5;-5,618324;37,8623
Pelophylax perezi;2007;1;-7,201208;38,0614
Pelophylax perezi;2021;9;-3,59;37,17
Pelophylax perezi;2003;4;-8,966047;38,894
Pelophylax perezi;2019;5;-9,167558;38,66325
Pelophylax perezi;2003;11;-7,517276;39,9848
Pelophylax perezi;2016;7;-3,894706;36,79087
Pelophylax perezi;2006;1;-2,16;36,91
Pelophylax perezi;1986;9;-2,61;36,77
Pelophylax perezi;2004;4;-8,425913;38,14857
Pelophylax perezi;2004;7;-7,997066;39,71237
Pelophylax perezi;2004;1;-7,897653;39,42739
Pelophylax perezi;2005;5;-8,701395;39,95906
Pelophylax perezi;2006;1;-3,52;38,71
Pelophylax perezi;1984;2;-5,72;36,46
Pelophylax perezi;2021;11;-8,325769;38,70352
Pelophylax perezi;1990;1;-8,362896;37,1936
Pelophylax perezi;2003;1;-8,804363;38,08649
Pelophylax perezi;2005;5;-8,632028;38,58882
Pelophylax perezi;1984;2;-5,72;36,46
Pelophylax perezi;2021;9;-8,759659;39,59889
Pelophylax perezi;2019;3;-6,333614;37,59787
Pelophylax perezi;1990;1;-7,727348;37,4091
Pelophylax perezi;2020;6;-7,877064;39,73315
Pelophylax perezi;2003;1;-8,537548;38,10388
Pelophylax perezi;2003;1;-8,720063;37,08909
Pelophylax perezi;2017;8;-6,096125;37,25138
Pelophylax perezi;2006;1;-5,41;36,8
Pelophylax perezi;2017;5;-8,752602;39,46081
Pelophylax perezi;2020;5;-4,750155;37,89838
Pelophylax perezi;2021;10;-8,325024;38,49489
Pelophylax perezi;2006;1;-5,18;36,53
Pelophylax perezi;2018;8;-4,406683;39,71572
Pelophylax perezi;2006;1;-3,75;38,89
Pelophylax perezi;1986;9;-2,61;36,77
Pelophylax perezi;2002;1;-7,572799;38,25243
Pelophylax perezi;2005;5;-7,473518;37,53023
Pelophylax perezi;2006;1;-3,51;38,08
Pelophylax perezi;1986;9;-2,61;36,77
Pelophylax perezi;2006;1;-0,17;38,95
Pelophylax perezi;2006;1;-4,64;37,53
Pelophylax perezi;2022;3;-5,281251;37,64095
Pelophylax perezi;2006;1;-6,03;36,78
Pelophylax perezi;2019;9;-3,59;37,17
Pelophylax perezi;2018;11;-6,34429;37,60666
Pelophylax perezi;2019;7;-7,335912;39,39455
Pelophylax perezi;2002;1;-7,295812;39,74241
Pelophylax perezi;2001;1;-7,473518;37,53023
Pelophylax perezi;2013;4;-0,7;39,82
Pelophylax perezi;1990;1;-7,594344;37,34179
Pelophylax perezi;2011;12;-8,054842;39,44595
Pelophylax perezi;2019;7;2,816377;39,84846
Pelophylax perezi;2017;9;-5,84287;39,00564
Pelophylax perezi;1990;1;-8,339173;37,10567
Pelophylax perezi;2004;6;-8,088643;37,41405
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;1990;1;-8,151842;37,69769
Pelophylax perezi;2014;5;-0,9;39,62
Pelophylax perezi;2006;1;-0,78;37,88
Pelophylax perezi;2006;1;-5,36;38,87
Pelophylax perezi;2018;5;-3,588428;37,17673
Pelophylax perezi;2016;6;-9,252291;38,76415
Pelophylax perezi;2020;9;-4,741525;36,60909
Pelophylax perezi;2021;4;-9,157567;38,75634
Pelophylax perezi;2003;6;-7,242202;39,96035
Pelophylax perezi;2017;3;-4,7247;37,88657
Pelophylax perezi;2006;1;-3,62;37,72
Pelophylax perezi;2007;1;-8,143128;39,36393
Pelophylax perezi;2021;10;-7,009817;38,8871
Pelophylax perezi;2004;1;-7,924832;37,62533
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2017;3;-5,59;36,07
Pelophylax perezi;2022;4;-4,723959;37,98892
Pelophylax perezi;2020;2;-8,81259;37,06902
Pelophylax perezi;2006;1;-2,03;38,35
Pelophylax perezi;2021;11;-7,009961;38,88721
Pelophylax perezi;2004;5;-8,086579;37,46762
Pelophylax perezi;2021;5;-4,28;37,45
Pelophylax perezi;2008;5;-0,1;38,61
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2016;8;-7,278792;37,22256
Pelophylax perezi;2020;9;-9,306234;39,24395
Pelophylax perezi;2009;5;-0,49;38,71
Pelophylax perezi;2006;1;-7,11;38,52
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2013;10;-0,65;39,77
Pelophylax perezi;2004;4;-8,079077;39,75705
Pelophylax perezi;2019;7;3,049515;39,81479
Pelophylax perezi;2004;4;-8,361309;39,91202
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2003;1;-8,412132;38,12943
Pelophylax perezi;1990;1;-8,160899;38,15851
Pelophylax perezi;2004;1;-7,693494;37,89336
Pelophylax perezi;2011;2;-5,5236;37,91319
Pelophylax perezi;2003;10;-7,501626;39,94369
Pelophylax perezi;2020;9;-9,239797;38,64917
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2003;4;-8,388189;39,21857
Pelophylax perezi;1991;1;-0,5;39,5
Pelophylax perezi;2011;10;-8,787671;39,449
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2005;5;-8,355246;39,01028
Pelophylax perezi;2004;6;-8,662179;37,64825
Pelophylax perezi;1990;1;-8,749327;39,80205
Pelophylax perezi;2006;1;-4,62;36,72
Pelophylax perezi;2006;1;-3,63;38,62
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2018;5;-5,55;36,34
Pelophylax perezi;2006;1;-4,66;38,52
Pelophylax perezi;2004;6;-8,284705;39,72091
Pelophylax perezi;2004;1;-7,549194;39,42357
Pelophylax perezi;2013;5;-5,504483;37,93373
Pelophylax perezi;1994;8;-8,604723;37,62957
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2003;5;-7,155721;39,84566
Pelophylax perezi;1990;1;-7,641824;39,27302
Pelophylax perezi;2022;4;-6,566291;37,04687
Pelophylax perezi;2007;1;-8,40658;39,03606
Pelophylax perezi;2018;6;-6,31081;37,56906
Pelophylax perezi;2018;7;-4,97;37,95
Pelophylax perezi;2014;11;-9,479213;38,80855
Pelophylax perezi;2004;4;-8,364006;38,34334
Pelophylax perezi;2018;4;-6,046779;37,84418
Pelophylax perezi;2022;6;-9,025643;38,60622
Pelophylax perezi;1982;8;-0,61;39,59
Pelophylax perezi;2003;3;-7,883425;39,40781
Pelophylax perezi;2021;6;-4,555136;37,01093
Pelophylax perezi;2020;2;-8,204251;37,60038
Pelophylax perezi;2022;3;-3,872687;38,16468
Pelophylax perezi;2017;4;-5,82226;37,88636
Pelophylax perezi;2007;1;-8,830437;38,86046
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2017;3;-8,568424;38,11109
Pelophylax perezi;2022;5;-9,153375;38,73839
Pelophylax perezi;2004;1;-8,717021;37,90028
Pelophylax perezi;1994;8;-9,059571;39,5227
Pelophylax perezi;2005;8;-8,318869;39,91596
Pelophylax perezi;2006;5;-0,76;39,08
Pelophylax perezi;2006;1;-6,76;38,6
Pelophylax perezi;2021;4;-3,699959;37,18294
Pelophylax perezi;1990;1;-7,442445;37,64749
Pelophylax perezi;2003;4;-8,568257;38,96696
Pelophylax perezi;2006;1;-6,38;39,59
Pelophylax perezi;1985;5;-5,39;39,74
Pelophylax perezi;2006;1;-4,54;38,34
Pelophylax perezi;2013;10;-0,02;39,95
Pelophylax perezi;2006;1;-0,76;38,78
Pelophylax perezi;2015;5;-0,75;38,2
Pelophylax perezi;2004;1;-8,008692;39,78879
Pelophylax perezi;1998;3;-7,89623;39,51748
Pelophylax perezi;2022;2;-5,786639;37,85137
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2004;6;-8,059449;39,73339
Pelophylax perezi;2021;4;-6,335602;37,56995
Pelophylax perezi;2004;4;-8,132474;39,27337
Pelophylax perezi;2021;4;-4,489966;36,78331
Pelophylax perezi;2004;1;-8,716327;38,08053
Pelophylax perezi;2006;1;-3,51;37,81
Pelophylax perezi;2007;1;-8,129763;39,73611
Pelophylax perezi;1983;3;-5,26;36,94
Pelophylax perezi;2011;5;-5,751206;37,8155
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;1995;1;-0,66;38,24
Pelophylax perezi;2003;5;-7,7431;37,44411
Pelophylax perezi;2007;1;-9,011104;39,47276
Pelophylax perezi;1983;3;-5,26;36,94
Pelophylax perezi;2004;1;-8,045017;37,08557
Pelophylax perezi;2020;8;-8,318083;39,44611
Pelophylax perezi;1990;1;-7,201213;38,06139
Pelophylax perezi;2006;1;-6,04;36,42
Pelophylax perezi;2015;3;-7,185554;39,92585
Pelophylax perezi;2004;1;-7,707549;37,08237
Pelophylax perezi;2006;1;-3,29;38,08
Pelophylax perezi;2020;11;-9,083168;38,62786
Pelophylax perezi;1983;3;-5,26;36,94
Pelophylax perezi;2017;5;-7,423317;39,36629
Pelophylax perezi;2006;1;-4,86;37,17
Pelophylax perezi;2014;5;-5,776947;37,93491
Pelophylax perezi;2004;11;-7,082284;38,95731
Pelophylax perezi;2021;10;-0,787651;38,18106
Pelophylax perezi;1983;3;-5,26;36,94
Pelophylax perezi;2004;4;-7,877873;38,06982
Pelophylax perezi;2006;1;-4,64;37,26
Pelophylax perezi;2004;1;-7,683794;38,43397
Pelophylax perezi;2022;8;-7,549087;37,30071
Pelophylax perezi;2004;1;-8,24617;39,43017
Pelophylax perezi;2022;4;-5,830754;36,24432
Pelophylax perezi;1983;3;-5,26;36,94
Pelophylax perezi;2004;1;-7,316928;39,42044
Pelophylax perezi;2018;7;-6,024939;39,80259
Pelophylax perezi;1983;3;-5,26;36,94
Pelophylax perezi;2019;6;-5,691601;36,12831
Pelophylax perezi;2020;8;-8,65578;37,12423
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2006;1;-2,15;37,36
Pelophylax perezi;2004;5;-8,098524;39,05904
Pelophylax perezi;2013;1;-9,038401;38,61573
Pelophylax perezi;2018;5;-6,092837;39,95348
Pelophylax perezi;2005;1;-7,363848;39,70301
Pelophylax perezi;2006;1;-6,48;39,95
Pelophylax perezi;2022;4;-6,09;39,94
Pelophylax perezi;2004;1;-7,336042;38,60977
Pelophylax perezi;2018;6;-6,294194;37,58004
Pelophylax perezi;2006;1;-4,1;39,25
Pelophylax perezi;2022;5;-5,999344;39,4013
Pelophylax perezi;2006;1;-4,4;36,81
Pelophylax perezi;1982;12;-6,31;38,25
Pelophylax perezi;1997;5;-7,433057;39,42206
Pelophylax perezi;2018;1;-4,88;37,93
Pelophylax perezi;2007;1;-7,852724;39,60329
Pelophylax perezi;2005;5;-6,221395;39,61227
Pelophylax perezi;2007;1;-7,995443;38,83738
Pelophylax perezi;1991;1;-0,84;39,68
Pelophylax perezi;2004;4;-8,217046;39,98844
Pelophylax perezi;2018;4;-4,11;37,47
Pelophylax perezi;2006;1;-3,75;38,53
Pelophylax perezi;2007;1;-8,788678;37,47932
Pelophylax perezi;2006;1;-4,87;37,53
Pelophylax perezi;2021;5;-6,223347;37,52453
Pelophylax perezi;2017;8;-4,757108;36,62846
Pelophylax perezi;1996;1;-0,98;39,06
Pelophylax perezi;2020;2;-5,531684;37,827
Pelophylax perezi;2021;11;-3,59;37,17
Pelophylax perezi;2006;1;-5,11;38,06
Pelophylax perezi;1990;1;-9,08918;38,53073
Pelophylax perezi;2005;5;-8,832885;39,7575
Pelophylax perezi;2005;5;-8,495839;39,22164
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2016;5;-5,483067;37,74813
Pelophylax perezi;2006;1;-2,04;37,72
Pelophylax perezi;2007;1;-8,569534;39,18944
Pelophylax perezi;2006;1;-0,49;39,77
Pelophylax perezi;2004;1;-8,731557;38,1825
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2004;1;-7,704475;37,26261
Pelophylax perezi;2019;6;-4,80419;37,84862
Pelophylax perezi;2021;11;-8,770046;37,37418
Pelophylax perezi;2020;2;-6,97;37,25
Pelophylax perezi;1997;5;-7,435071;39,33199
Pelophylax perezi;2020;8;-8,31835;39,44661
Pelophylax perezi;2013;5;-6,04;39,85
Pelophylax perezi;2013;10;-5,039731;36,51315
Pelophylax perezi;1993;1;-0,26;39,67
Pelophylax perezi;2006;1;-3,51;38,26
Pelophylax perezi;2004;1;-9,059119;38,98205
Pelophylax perezi;2007;1;-9,02877;38,72823
Pelophylax perezi;1982;4;-5,15;38,5
Pelophylax perezi;2004;1;-7,102885;39,71889
Pelophylax perezi;2016;10;-6,154536;37,2296
Pelophylax perezi;2006;1;-4,87;37,44
Pelophylax perezi;2018;9;-6,017622;39,98791
Pelophylax perezi;2005;7;-8,361783;39,6079
Pelophylax perezi;2021;6;-9,31452;39,11017
Pelophylax perezi;2006;1;-4,64;37,44
Pelophylax perezi;2004;3;-8,522072;39,0959
Pelophylax perezi;2018;6;-5,406887;36,47033
Pelophylax perezi;2006;1;-4,75;37,17
Pelophylax perezi;2006;1;-5,18;36,62
Pelophylax perezi;1997;1;-0,07;38,59
Pelophylax perezi;2003;5;-8,071753;37,71664
Pelophylax perezi;2019;9;-3,565521;37,07365
Pelophylax perezi;2006;1;-0,49;39,68
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2005;4;-8,367216;38,89024
Pelophylax perezi;2021;11;-9,250523;38,7177
Pelophylax perezi;2003;4;-8,89739;39,92521
Pelophylax perezi;1990;1;-8,307221;38,68526
Pelophylax perezi;2004;1;-7,452789;38,52126
Pelophylax perezi;2006;1;-3,63;38,71
Pelophylax perezi;1983;4;-5,87;39,25
Pelophylax perezi;2014;7;-3,439695;37,13541
Pelophylax perezi;1990;1;-8,348516;37,56679
Pelophylax perezi;2006;1;-3,63;37,9
Pelophylax perezi;2003;1;-7,890474;39,87781
Pelophylax perezi;2004;10;-8,856753;39,87214
Pelophylax perezi;1997;1;-0,77;38,24
Pelophylax perezi;2005;6;-8,473987;37,84024
Pelophylax perezi;2021;5;-4,603352;37,01674
Pelophylax perezi;2007;1;-8,034638;38,55262
Pelophylax perezi;2021;12;-6,028851;39,84568
Pelophylax perezi;2021;11;-8,926156;39,42665
Pelophylax perezi;2006;1;-5,41;36,89
Pelophylax perezi;2006;1;-4,9;38,7
Pelophylax perezi;2019;6;-4,27;37,43
Pelophylax perezi;2019;1;-8,905006;37,08844
Pelophylax perezi;2006;1;-4,4;36,99
Pelophylax perezi;2016;5;-6,34223;37,57
Pelophylax perezi;2021;4;-5,937302;37,35708
Pelophylax perezi;2021;11;-7,010017;38,88712
Pelophylax perezi;2014;3;-8,789557;37,14256
Pelophylax perezi;2004;1;-8,143092;38,34811
Pelophylax perezi;2006;1;-5,07;36,53
Pelophylax perezi;2004;1;-8,359927;38,13535
Pelophylax perezi;2007;1;-8,67926;38,33486
Pelophylax perezi;2004;8;-9,404965;38,89125
Pelophylax perezi;2022;3;-6,864421;37,20569
Pelophylax perezi;2004;4;-7,688792;39,82356
Pelophylax perezi;1990;1;-8,846216;39,32026
Pelophylax perezi;1990;1;-7,575944;37,71497
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;1975;7;-7,24;39,61
Pelophylax perezi;2008;2;-5,796404;39,80548
Pelophylax perezi;1990;1;-7,474967;38,65747
Pelophylax perezi;2017;4;3,064376;39,3429
Pelophylax perezi;2020;10;2,56715;39,57295
Pelophylax perezi;1975;7;-7,24;39,61
Pelophylax perezi;2005;5;-8,358331;38,60188
Pelophylax perezi;2006;1;-0,9;37,7
Pelophylax perezi;1975;7;-7,24;39,61
Pelophylax perezi;2018;6;-6,048612;38,03383
Pelophylax perezi;2006;1;-5,97;36,78
Pelophylax perezi;2002;1;-7,411917;39,71915
Pelophylax perezi;2008;2;-0,58;38,74
Pelophylax perezi;1993;1;-0,53;38,69
Pelophylax perezi;2006;1;-3,63;38,08
Pelophylax perezi;2006;1;-5,3;36,71
Pelophylax perezi;2021;5;-0,78948;38,18704
Pelophylax perezi;2007;1;-8,419684;39,49596
Pelophylax perezi;2019;9;-9,168516;39,38128
Pelophylax perezi;2007;1;-9,166385;38,79315
Pelophylax perezi;2005;5;-8,299262;38,0453
Pelophylax perezi;2013;4;-5,468209;37,78934
Pelophylax perezi;1994;8;-9,175688;39,43248
Pelophylax perezi;1992;5;-8,714562;38,53113
Pelophylax perezi;2022;4;2,891489;39,82414
Pelophylax perezi;2006;1;-3,51;37,9
Pelophylax perezi;1978;3;-5,2;39,71
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;1990;1;-7,409808;38,85408
Pelophylax perezi;2007;1;-7,931747;39,03424
Pelophylax perezi;2014;5;-4,017879;38,12088
Pelophylax perezi;2005;5;-8,332794;38,59783
Pelophylax perezi;2017;3;-3,541481;36,72271
Pelophylax perezi;2019;2;3,108187;39,79634
Pelophylax perezi;2020;10;-4,96;37,94
Pelophylax perezi;2021;3;-3,716705;36,94239
Pelophylax perezi;1998;1;-7,477175;37,35003
Pelophylax perezi;2003;1;-8,392575;38,18324
Pelophylax perezi;2005;5;-7,473518;37,53023
Pelophylax perezi;1978;9;-0,38;39,47
Pelophylax perezi;1996;1;-0,54;38,42
Pelophylax perezi;2006;1;-4,53;37,8
Pelophylax perezi;2021;5;-7,685178;39,62676
Pelophylax perezi;2021;12;-7,199889;39,21319
Pelophylax perezi;2018;6;-6,307006;37,55129
Pelophylax perezi;2004;1;-8,264758;37,62794
Pelophylax perezi;1997;1;-0,06;38,86
Pelophylax perezi;2019;1;-8,867453;37,10418
Pelophylax perezi;1978;11;-0,12;38,65
Pelophylax perezi;2019;1;-5,648401;36,52119
Pelophylax perezi;1990;1;-8,580994;38,81706
Pelophylax perezi;2005;5;-7,47085;39,74107
Pelophylax perezi;2021;10;-7,84787;37,67298
Pelophylax perezi;1982;1;-0,61;39,59
Pelophylax perezi;1997;1;0,18;38,77
Pelophylax perezi;1978;11;-0,12;38,65
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;1998;1;-7,8948;39,60756
Pelophylax perezi;2006;1;-5,37;39,05
Pelophylax perezi;2013;4;-5,676713;38,03869
Pelophylax perezi;1998;1;-7,473518;37,53023
Pelophylax perezi;2006;1;-2,71;38,62
Pelophylax perezi;2015;4;-7,843208;37,66915
Pelophylax perezi;2003;11;-7,224014;39,9072
Pelophylax perezi;2018;7;-9,217903;39,30139
Pelophylax perezi;2001;10;-7,38254;39,46188
Pelophylax perezi;2004;5;-7,754345;39,30096
Pelophylax perezi;2008;5;-1,18;39,66
Pelophylax perezi;2005;4;-7,34216;39,67449
Pelophylax perezi;2020;1;-8,435484;39,97305
Pelophylax perezi;2019;7;-7,062937;37,21266
Pelophylax perezi;2005;6;-8,510327;37,83253
Pelophylax perezi;2009;5;-6,04498;39,84808
Pelophylax perezi;2016;11;-9,111432;39,20438
Pelophylax perezi;2022;4;-0,809083;38,25663
Pelophylax perezi;1979;10;-0,41;39,37
Pelophylax perezi;2022;2;-3,59;37,17
Pelophylax perezi;2021;9;-8,731873;38,14727
Pelophylax perezi;1990;1;-7,994212;37,54308
Pelophylax perezi;2019;9;-2,874247;38,01002
Pelophylax perezi;2007;1;-9,296986;39,23008
Pelophylax perezi;1978;10;-3,41;36,93
Pelophylax perezi;1991;1;-0,26;39,67
Pelophylax perezi;2006;1;-3,29;38,17
Pelophylax perezi;1990;1;-8,319668;39,97736
Pelophylax perezi;2016;4;-6,48216;37,12826
Pelophylax perezi;2004;12;-8,791017;39,28177
Pelophylax perezi;2012;6;-8,782578;38,65759
Pelophylax perezi;1990;1;-7,498539;38,74546
Pelophylax perezi;2004;6;-8,2243;39,71913
Pelophylax perezi;1996;1;-0,51;39,14
Pelophylax perezi;2005;3;-7,520537;39,69217
Pelophylax perezi;2022;4;-8,25505;39,55989
Pelophylax perezi;2017;3;-5,320301;39,55859
Pelophylax perezi;1990;1;-7,827248;38,22221
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;1978;8;-4,18;38,71
Pelophylax perezi;2003;4;-8,952409;39,54068
Pelophylax perezi;2021;8;-0,09;38,75
Pelophylax perezi;2010;7;-4,788537;37,88491
Pelophylax perezi;2006;1;-2,15;37,54
Pelophylax perezi;1977;9;-3,51;39,7
Pelophylax perezi;2014;9;-9,038143;38,61371
Pelophylax perezi;2004;1;-7,441049;39,06176
Pelophylax perezi;2005;1;-7,227477;39,71486
Pelophylax perezi;2008;7;-0,48;39,88
Pelophylax perezi;2006;1;-3,75;38,62
Pelophylax perezi;1977;9;-3,51;39,7
Pelophylax perezi;2004;1;-8,597309;38,98137
Pelophylax perezi;2020;7;-7,044501;37,21316
Pelophylax perezi;2009;5;-0,49;38,7
Pelophylax perezi;1980;3;-4,86;38,79
Pelophylax perezi;2004;1;-7,572799;38,25243
Pelophylax perezi;2006;1;-5,4;36,35
Pelophylax perezi;2016;11;-5,685058;37,94556
Pelophylax perezi;2003;6;-7,149556;39,99623
Pelophylax perezi;2018;5;-6,57;37,04
Pelophylax perezi;2018;3;-6,482155;37,12818
Pelophylax perezi;2007;1;-7,522193;38,83344
Pelophylax perezi;2021;4;-5,937645;37,3564
Pelophylax perezi;1979;12;-6,58;37,77
Pelophylax perezi;1989;1;-1,01;37,98
Pelophylax perezi;1993;1;-6,981512;38,9646
Pelophylax perezi;2021;9;-4,554467;37,01388
Pelophylax perezi;2019;12;-9,242704;39,28102
Pelophylax perezi;2018;3;-6,048294;37,86046
Pelophylax perezi;1978;8;-4,18;38,71
Pelophylax perezi;2017;5;-6,058588;37,84143
Pelophylax perezi;2003;1;-8,76402;38,14314
Pelophylax perezi;1990;1;-8,7692;39,05774
Pelophylax perezi;2004;1;-8,016349;39,24824
Pelophylax perezi;2005;5;-8,224055;39,24621
Pelophylax perezi;2005;5;-8,06757;38,43383
Pelophylax perezi;1977;5;-5,48;39,78
Pelophylax perezi;2021;10;-7,486467;39,40124
Pelophylax perezi;2021;6;-4,898972;36,53147
Pelophylax perezi;2005;6;-7,404831;39,34018
Pelophylax perezi;2006;1;-3,52;38,35
Pelophylax perezi;1977;5;-5,48;39,78
Pelophylax perezi;2019;1;-8,867453;37,10418
Pelophylax perezi;2021;3;-5,355273;36,13865
Pelophylax perezi;2006;1;-2,38;37,81
Pelophylax perezi;2004;1;-8,943227;39,5227
Pelophylax perezi;1990;1;-7,8131;39,88766
Pelophylax perezi;1995;3;-8,006096;39,96896
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2006;1;-1,93;37,36
Pelophylax perezi;2004;6;-8,529655;39,77027
Pelophylax perezi;2007;1;-7,69902;38,61593
Pelophylax perezi;2004;6;-8,225561;37,36727
Pelophylax perezi;2019;1;-6,528402;36,9881
Pelophylax perezi;2002;1;-7,477175;37,35003
Pelophylax perezi;2010;5;-7,660544;37,34089
Pelophylax perezi;2002;1;-8,600014;38,16721
Pelophylax perezi;2019;11;-6,440526;36,99024
Pelophylax perezi;2020;8;-9,156019;38,72953
Pelophylax perezi;2019;6;-5,278162;36,54882
Pelophylax perezi;2006;1;-3,86;38,62
