species;year;month;lon;lat
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;1992;1;-1,32;39,33
Pelophylax perezi;2020;7;-4,785922;37,8691
Pelophylax perezi;2021;2;-7,822598;39,05107
Pelophylax perezi;2004;1;-8,483169;38,80069
Pelophylax perezi;2006;1;-1,78;39,7
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;2004;5;-8,122559;39,49526
Pelophylax perezi;2005;3;-8,316235;38,95103
Pelophylax perezi;2006;1;-5,31;37,34
Pelophylax perezi;2006;1;-1,46;38,07
Pelophylax perezi;2007;1;-7,819127;39,05537
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2005;5;-8,294933;39,37526
Pelophylax perezi;2006;1;-3,63;38,35
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;2020;6;-7,331578;37,74538
Pelophylax perezi;2019;9;-5,261085;36,54663
Pelophylax perezi;2021;5;-4,716439;37,99132
Pelophylax perezi;2020;5;-4,79902;38,02065
Pelophylax perezi;2019;1;-6,490396;37,1305
Pelophylax perezi;2005;6;-7,363341;39,67558
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;2010;7;-8,754129;39,46188
Pelophylax perezi;2006;1;-4,41;37,53
Pelophylax perezi;2018;4;-9,169332;38,66463
Pelophylax perezi;2016;7;-5,590055;36,52446
Pelophylax perezi;2013;8;-1,24;39,75
Pelophylax perezi;2007;1;-7,773673;37,58524
Pelophylax perezi;2021;6;-9,157577;38,75641
Pelophylax perezi;1995;4;-8,606145;37,35917
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2019;1;-8,87548;37,20429
Pelophylax perezi;2011;9;-9,089382;39,2614
Pelophylax perezi;2020;4;-5,86968;38,94947
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;2022;5;-5,932888;37,35626
Pelophylax perezi;2015;7;-0,588105;38,67427
Pelophylax perezi;2005;5;-8,495819;38,52123
Pelophylax perezi;2017;9;2,8852;39,8235
Pelophylax perezi;2004;6;-8,388672;39,6828
Pelophylax perezi;2005;4;-7,337332;39,91696
Pelophylax perezi;2006;1;-2,15;37,27
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;2006;1;-4,56;39,15
Pelophylax perezi;2003;4;-9,059571;39,5227
Pelophylax perezi;2019;6;-4,736225;37,94336
Pelophylax perezi;2005;6;-8,695788;38,83584
Pelophylax perezi;2006;1;-3,62;37,54
Pelophylax perezi;2006;1;-0,96;39,51
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;2022;4;-7,106546;37,54777
Pelophylax perezi;2004;4;-8,260412;38,12788
Pelophylax perezi;2007;1;-7,302384;39,33505
Pelophylax perezi;1981;5;-3,9;36,8
Pelophylax perezi;2006;1;-3,88;39,97
Pelophylax perezi;2003;1;-8,568035;38,1059
Pelophylax perezi;2020;5;-5,307859;37,88311
Pelophylax perezi;2006;1;-1,34;38,52
Pelophylax perezi;2014;5;-0,95;39,58
Pelophylax perezi;2007;1;-9,244455;39,05537
Pelophylax perezi;2006;1;-5,82;38,77
Pelophylax perezi;2007;1;-8,030015;39,38532
Pelophylax perezi;2007;1;-7,763253;38,41911
Pelophylax perezi;2007;1;-8,107664;38,81605
Pelophylax perezi;1981;5;-3,9;36,8
Pelophylax perezi;1997;1;-7,478993;37,25993
Pelophylax perezi;2005;6;-8,228399;38,77016
Pelophylax perezi;2016;9;-8,753451;39,46205
Pelophylax perezi;2006;1;-5,31;37,25
Pelophylax perezi;2004;6;-7,922966;39,71683
Pelophylax perezi;2021;11;-5,480137;37,53743
Pelophylax perezi;1981;5;-3,9;36,8
Pelophylax perezi;1997;9;-7,32124;39,2403
Pelophylax perezi;2019;5;-9,16745;38,66304
Pelophylax perezi;2016;4;-6,12;37,79
Pelophylax perezi;2007;1;-7,828116;39,51552
Pelophylax perezi;1981;5;-3,9;36,8
Pelophylax perezi;2016;6;-5,628275;37,86296
Pelophylax perezi;2020;6;-7,298453;37,7041
Pelophylax perezi;2002;1;-7,458549;38,25099
Pelophylax perezi;2006;1;-0,74;39,32
Pelophylax perezi;1979;6;-3,9;36,8
Pelophylax perezi;2002;1;-7,695084;37,80326
Pelophylax perezi;2019;6;2,792309;39,78804
Pelophylax perezi;2006;1;-0,76;38,6
Pelophylax perezi;1981;5;-3,9;36,8
Pelophylax perezi;2022;4;-6,566648;37,04676
Pelophylax perezi;2004;4;-9,177761;39,10311
Pelophylax perezi;1990;1;-7,194115;39,81567
Pelophylax perezi;1979;9;-4,17;38,05
Pelophylax perezi;2022;4;-6,184356;38,98791
Pelophylax perezi;1990;1;-7,898802;38,48596
Pelophylax perezi;1993;1;-8,478536;39,43144
Pelophylax perezi;2018;7;-5,93949;39,66441
Pelophylax perezi;2006;1;-1,35;37,71
Pelophylax perezi;2007;6;-0,46;39,97
Pelophylax perezi;2020;3;-1,818665;37,23137
Pelophylax perezi;1975;6;-6,14;36,68
Pelophylax perezi;2005;5;-8,374761;39,34149
Pelophylax perezi;2021;8;-9,153837;38,73688
Pelophylax perezi;2006;1;-5,31;37,16
Pelophylax perezi;2021;3;-8,676944;39,80917
Pelophylax perezi;2004;1;-7,316928;39,42044
Pelophylax perezi;2017;10;-5,842889;39,00556
Pelophylax perezi;1979;12;-6,58;37,77
Pelophylax perezi;1995;1;-0,4;39,14
Pelophylax perezi;2022;2;-3,59;37,17
Pelophylax perezi;1986;4;-8,484354;37,13837
Pelophylax perezi;2005;5;-8,067258;38,43223
Pelophylax perezi;2004;1;-8,83258;37,0893
Pelophylax perezi;2006;1;-4,56;39,24
Pelophylax perezi;2018;3;-4,79;37,94
Pelophylax perezi;1994;7;-8,70903;39,88276
Pelophylax perezi;2020;3;-2,95278;36,74756
Pelophylax perezi;2018;4;-7,054528;38,17988
Pelophylax perezi;2018;2;-4,9;37,98
Pelophylax perezi;2022;6;-7,673216;37,15377
Pelophylax perezi;2004;4;-8,346851;38,07643
Pelophylax perezi;2014;10;-0,89;39,33
Pelophylax perezi;2006;1;-2,04;37,09
Pelophylax perezi;2007;1;-8,456818;39,21133
Pelophylax perezi;1973;8;-2,44;38,51
Pelophylax perezi;2022;5;-3,59;37,18
Pelophylax perezi;1973;8;-2,44;38,51
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2004;6;-8,452886;39,70683
Pelophylax perezi;2020;2;-5,913364;37,84298
Pelophylax perezi;2006;1;-6,04;39,4
Pelophylax perezi;2022;4;-5,935267;37,35714
Pelophylax perezi;2007;1;-8,825102;37,19391
Pelophylax perezi;1973;8;-2,44;38,51
Pelophylax perezi;2004;6;-7,904996;39,98189
Pelophylax perezi;2006;1;-4,3;37,53
Pelophylax perezi;2021;11;-7,008841;38,88734
Pelophylax perezi;1990;1;-7,84381;37,84929
Pelophylax perezi;2006;1;-1,47;37,8
Pelophylax perezi;2022;3;-3,872765;38,16465
Pelophylax perezi;1973;8;-2,44;38,51
Pelophylax perezi;1993;1;-8,479207;39,34134
Pelophylax perezi;2003;4;-7,89907;39,3373
Pelophylax perezi;2021;9;-4,392629;39,67066
Pelophylax perezi;1994;6;-9,404455;38,80114
Pelophylax perezi;2007;1;-8,041053;39,8452
Pelophylax perezi;1973;5;-2,44;38,51
Pelophylax perezi;1990;1;-7,266694;37,86473
Pelophylax perezi;2004;6;-7,903867;39,74564
Pelophylax perezi;2006;1;-6,03;39,49
Pelophylax perezi;2017;6;-9,180178;38,7398
Pelophylax perezi;2006;1;-1,89;39,7
Pelophylax perezi;2001;1;-1,43;39,33
Pelophylax perezi;2019;8;-8,068497;37,06355
Pelophylax perezi;2004;1;-7,454717;38,43117
Pelophylax perezi;1994;4;-8,606145;37,35917
Pelophylax perezi;2016;4;-8,986906;39,19486
Pelophylax perezi;2007;1;-7,914711;38,11319
Pelophylax perezi;2020;7;-4,29;37,07
Pelophylax perezi;2017;4;-6,046808;37,84414
Pelophylax perezi;2020;8;-8,447879;37,51048
Pelophylax perezi;2006;1;-5,92;38,32
Pelophylax perezi;2017;9;-8,618257;37,14737
Pelophylax perezi;2006;1;-6,03;39,58
Pelophylax perezi;2020;6;-7,101643;37,60834
Pelophylax perezi;2022;4;-9,167589;38,77669
Pelophylax perezi;2013;7;-1,2;39,77
Pelophylax perezi;2022;6;-4,037004;37,06953
Pelophylax perezi;2007;4;-6,777612;39,07865
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2004;1;-7,426963;39,69227
Pelophylax perezi;2014;5;-3,92804;38,17619
Pelophylax perezi;2006;1;-5,17;39,96
Pelophylax perezi;2019;9;-2,510722;37,21776
Pelophylax perezi;2019;7;-4,27;37,46
Pelophylax perezi;2004;12;-8,420528;37,54278
Pelophylax perezi;2004;1;-7,915594;38,2561
Pelophylax perezi;2006;1;-1,57;38,16
Pelophylax perezi;2021;4;-3,59;37,17
Pelophylax perezi;2021;3;-4,642563;39,12362
Pelophylax perezi;2007;1;-7,504769;39,20592
Pelophylax perezi;2006;1;-5,21;37,7
Pelophylax perezi;2020;10;-4,768167;37,91321
Pelophylax perezi;2022;5;-0,66741;38,02029
Pelophylax perezi;2019;4;-5,668056;39,19111
Pelophylax perezi;2019;4;-6,306595;37,54768
Pelophylax perezi;2006;1;-1,58;37,98
Pelophylax perezi;2016;10;-5,822171;37,88632
Pelophylax perezi;2006;1;-3,52;39,34
Pelophylax perezi;1990;1;-7,837384;37,38815
Pelophylax perezi;2010;4;-7,173553;39,16016
Pelophylax perezi;1991;6;-0,52;38,68
Pelophylax perezi;2022;5;-5,935805;37,35538
Pelophylax perezi;2007;1;-8,765496;38,22512
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;1997;3;-7,31909;39,33037
Pelophylax perezi;2005;3;-8,305082;38,91377
Pelophylax perezi;2021;3;-7,118036;39,20336
Pelophylax perezi;2005;5;-8,574092;38,81531
Pelophylax perezi;2022;5;-4,3;37,47
Pelophylax perezi;2018;10;-6,058777;39,96909
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;2003;6;-9,426068;38,90016
Pelophylax perezi;2007;1;-8,383026;38,11541
Pelophylax perezi;1984;2;-3,9;36,8
Pelophylax perezi;1996;12;-7,549194;39,42357
Pelophylax perezi;2019;1;-6,659805;37,13379
Pelophylax perezi;2017;4;-5,58014;39,1045
Pelophylax perezi;2005;6;-7,324451;39,39427
Pelophylax perezi;2020;12;-6,942909;38,95719
Pelophylax perezi;1980;6;-3,9;36,8
Pelophylax perezi;2018;4;-6,536894;37,13521
Pelophylax perezi;2016;10;-9,161031;38,64006
Pelophylax perezi;2014;5;-7,633181;37,80531
Pelophylax perezi;1980;6;-3,9;36,8
Pelophylax perezi;2005;5;-8,508311;39,08426
Pelophylax perezi;2006;1;-5,82;38,86
Pelophylax perezi;1978;10;-4,14;36,87
Pelophylax perezi;2013;8;-0,67;39,76
Pelophylax perezi;2004;1;-7,433057;39,42206
Pelophylax perezi;2005;4;-7,0799;39,71898
Pelophylax perezi;1980;3;-3,9;36,8
Pelophylax perezi;2006;1;-4,3;37,63
Pelophylax perezi;1990;1;-8,881584;39,03549
Pelophylax perezi;2001;10;-7,381387;39,45796
Pelophylax perezi;2007;1;-8,00194;38,00408
Pelophylax perezi;1993;1;-0,38;39,5
Pelophylax perezi;1990;1;-9,278243;38,77044
Pelophylax perezi;2020;6;-7,338175;37,73415
Pelophylax perezi;2006;1;-0,75;39,05
Pelophylax perezi;2016;9;-9,20136;39,38961
Pelophylax perezi;2004;4;-8,782533;39,14185
Pelophylax perezi;2022;7;-5,308796;36,24406
Pelophylax perezi;2022;6;-9,167904;38,57805
Pelophylax perezi;2005;5;-6,955385;39,8651
Pelophylax perezi;2021;4;-7,298533;37,70414
Pelophylax perezi;2001;3;-7,391512;39,4786
Pelophylax perezi;2017;5;-5,469599;36,44163
Pelophylax perezi;2011;2;-4,694838;36,66288
Pelophylax perezi;2009;5;-0,55;38,67
Pelophylax perezi;2014;5;-0,9;39,61
Pelophylax perezi;2020;7;-7,73552;38,20813
Pelophylax perezi;2021;12;-6,043653;37,3194
Pelophylax perezi;2004;6;-8,480064;38,37343
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2004;1;-7,556597;39,06325
Pelophylax perezi;2020;2;-8,204251;37,60038
Pelophylax perezi;1995;1;-0,54;38,24
Pelophylax perezi;2022;3;-9,335259;39,11955
Pelophylax perezi;2004;3;-8,543523;39,19801
Pelophylax perezi;1995;4;-8,606145;37,35917
Pelophylax perezi;2006;1;-2,13;39,52
Pelophylax perezi;2019;10;-4,32;37,09
Pelophylax perezi;2011;3;-8,81143;39,54156
Pelophylax perezi;2004;1;-9,291134;39,25204
Pelophylax perezi;2021;10;-5,345482;36,15655
Pelophylax perezi;2017;2;-6,050635;37,84366
Pelophylax perezi;2020;2;-5,612707;37,82313
Pelophylax perezi;2004;10;-8,502883;38,24389
Pelophylax perezi;2022;8;-9,054378;39,17957
Pelophylax perezi;2020;2;-6,190188;37,18688
Pelophylax perezi;1990;1;-8,691407;37,12818
Pelophylax perezi;2007;1;-8,820443;39,23278
Pelophylax perezi;2010;7;-9,388174;38,78814
Pelophylax perezi;2014;7;-0,69;38,82
Pelophylax perezi;1990;1;-8,656751;39,07986
Pelophylax perezi;2009;5;3,077577;39,78842
Pelophylax perezi;2022;5;-3,59;37,17
Pelophylax perezi;2001;1;-1,43;39,42
Pelophylax perezi;2013;6;-9,154043;38,73789
Pelophylax perezi;1990;1;-9,192318;38,88056
Pelophylax perezi;2022;5;3,017571;39,69455
Pelophylax perezi;1990;1;-0,73;39,59
Pelophylax perezi;2007;1;-7,90085;37,191
Pelophylax perezi;2019;8;-4,25;37,42
Pelophylax perezi;2018;2;-5,85344;37,75574
Pelophylax perezi;2006;1;-3,28;37,63
Pelophylax perezi;2021;8;-8,330449;39,69226
Pelophylax perezi;2004;11;-8,854281;39,8802
Pelophylax perezi;2006;1;-4,93;39,96
Pelophylax perezi;2005;5;-7,528776;39,70288
Pelophylax perezi;2005;5;-7,916932;38,166
Pelophylax perezi;2013;5;-5,940514;39,66412
Pelophylax perezi;2004;12;-8,601541;38,58513
Pelophylax perezi;2020;2;-5,351593;36,7601
Pelophylax perezi;1993;1;-6,978948;39,05465
Pelophylax perezi;2021;10;-7,009775;38,8859
Pelophylax perezi;1990;1;-7,080009;39,83597
Pelophylax perezi;2019;2;-6,565854;37,04835
Pelophylax perezi;2010;5;-0,05;39,94
Pelophylax perezi;2006;5;-0,76;39,08
Pelophylax perezi;2022;5;-5,162124;37,01768
Pelophylax perezi;2021;11;-7,010027;38,88703
Pelophylax perezi;2022;7;-8,679955;37,79803
Pelophylax perezi;2021;10;-7,009728;38,88579
Pelophylax perezi;2004;1;-8,60328;37,89995
Pelophylax perezi;2020;4;-4,21;37,44
Pelophylax perezi;2005;6;-8,510431;37,83225
Pelophylax perezi;2021;7;-6,894195;37,17494
Pelophylax perezi;2006;1;-6,09;38,14
Pelophylax perezi;2005;7;-9,112246;39,27132
Pelophylax perezi;2007;1;-8,205562;39,99901
Pelophylax perezi;2019;3;-6,927484;37,21062
Pelophylax perezi;2012;5;-6,169166;39,21435
Pelophylax perezi;2019;12;-6,855204;38,09656
Pelophylax perezi;2004;4;-7,687121;39,82298
Pelophylax perezi;2018;8;-8,783197;37,76486
Pelophylax perezi;2018;6;-9,412937;38,96726
Pelophylax perezi;2002;1;-7,342255;38,33951
Pelophylax perezi;2020;5;-7,049072;37,21672
Pelophylax perezi;2022;5;-0,789488;38,18706
Pelophylax perezi;2006;1;-4,99;37,71
Pelophylax perezi;1990;1;-8,752244;37,76459
Pelophylax perezi;2016;4;-6,48216;37,12826
Pelophylax perezi;2005;4;-7,412081;39,74963
Pelophylax perezi;2013;10;2,999391;39,62289
Pelophylax perezi;2006;1;-2,04;37
Pelophylax perezi;2006;1;-0,86;38,96
Pelophylax perezi;2010;7;-9,388174;38,78814
Pelophylax perezi;1991;1;-0,86;39,14
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2004;1;-7,820032;37,08354
Pelophylax perezi;2006;1;-5,01;38,61
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2007;1;-8,581958;37,15013
Pelophylax perezi;2021;4;-7,117883;39,20337
Pelophylax perezi;2022;7;-8,886608;39,21912
Pelophylax perezi;2007;1;-8,334437;37,9398
Pelophylax perezi;2006;1;-5,04;39,69
Pelophylax perezi;2022;4;-5,141682;37,29245
Pelophylax perezi;2019;4;-6,927915;37,21068
Pelophylax perezi;2012;5;-5,78688;37,85665
Pelophylax perezi;2019;4;-5,940996;39,66443
Pelophylax perezi;2014;5;-5,547742;37,84948
Pelophylax perezi;2005;4;-8,905155;39,21949
Pelophylax perezi;2022;2;-3,59;37,17
Pelophylax perezi;2021;8;-0,418575;38,37838
Pelophylax perezi;2006;1;-0,85;39,41
Pelophylax perezi;2021;4;-6,34435;37,60661
Pelophylax perezi;2018;9;-1,837407;37,1166
Pelophylax perezi;2006;1;-4,3;37,44
Pelophylax perezi;2022;5;-6,057123;39,95974
Pelophylax perezi;2002;1;-7,463288;39,81194
Pelophylax perezi;2006;1;-2,04;37,27
Pelophylax perezi;2014;10;-0,98;38,99
Pelophylax perezi;2007;1;-7,668908;38,06719
Pelophylax perezi;2006;1;-4,98;37,62
Pelophylax perezi;2019;8;-4,27;37,44
Pelophylax perezi;2017;3;-6,717575;37,58252
Pelophylax perezi;2018;5;-7,645324;39,28886
Pelophylax perezi;2005;6;-8,27118;38,42996
Pelophylax perezi;2012;10;-7,483606;37,47369
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;1976;7;-4,45;39,43
Pelophylax perezi;2006;1;-4,93;39,78
Pelophylax perezi;2022;4;-6,891894;39,72135
Pelophylax perezi;1994;6;-8,126606;39,69964
Pelophylax perezi;2004;5;-7,860542;39,2385
Pelophylax perezi;1994;6;-8,827553;39,25227
Pelophylax perezi;1979;9;-4,62;39,09
Pelophylax perezi;2006;1;-5,21;37,61
Pelophylax perezi;2006;1;-4,99;37,8
Pelophylax perezi;2016;9;-6,568945;37,04431
Pelophylax perezi;2016;7;-6,135641;37,77955
Pelophylax perezi;2004;4;-8,071287;37,92073
Pelophylax perezi;2016;11;-9,11508;39,20481
Pelophylax perezi;2007;1;-8,494;38,09366
Pelophylax perezi;2019;5;-5,9713;39,77328
Pelophylax perezi;1978;8;-4,45;39,43
Pelophylax perezi;2007;1;-8,132186;38,90382
Pelophylax perezi;2018;4;-5,59;36,05
Pelophylax perezi;2006;1;-3,73;36,73
Pelophylax perezi;1970;6;-4,45;39,43
Pelophylax perezi;2022;5;-9,156811;38,75586
Pelophylax perezi;2004;1;-7,431034;39,51213
Pelophylax perezi;2010;3;3,115326;39,78503
Pelophylax perezi;1971;4;-4,13;38,79
Pelophylax perezi;2011;5;-5,503747;36,08023
Pelophylax perezi;1990;1;-7,788355;39,79991
Pelophylax perezi;2014;9;-5,4601;36,42908
Pelophylax perezi;2012;12;-8,986909;39,21146
Pelophylax perezi;2004;5;-7,927036;39,71692
Pelophylax perezi;2006;1;-0,86;39,23
Pelophylax perezi;2007;1;-7,339498;38,59002
Pelophylax perezi;1971;4;-4,13;38,79
Pelophylax perezi;2018;7;-4,77;37,93
Pelophylax perezi;2011;7;-5,50373;36,08025
Pelophylax perezi;2020;2;-5,612258;37,82537
Pelophylax perezi;2016;6;-9,252291;38,76429
Pelophylax perezi;2016;2;-5,833862;37,72961
Pelophylax perezi;2021;10;-9,369923;39,02223
Pelophylax perezi;2021;12;-1,47047;37,87172
Pelophylax perezi;2006;1;-6,06;38,86
Pelophylax perezi;1979;5;-4,15;39,15
Pelophylax perezi;2005;5;-7,994703;37,63356
Pelophylax perezi;2005;1;-7,443186;39,76053
Pelophylax perezi;2022;4;-5,366434;36,76028
Pelophylax perezi;2018;10;-6,346077;37,60598
Pelophylax perezi;2006;1;-6,07;38,77
Pelophylax perezi;1979;5;-4,15;39,15
Pelophylax perezi;2021;8;-4,617645;36,62477
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2016;5;-6,244854;37,87306
Pelophylax perezi;2004;12;-8,69113;38,98551
Pelophylax perezi;2015;4;-5,580011;36,15972
Pelophylax perezi;2004;4;-8,030445;38,0832
Pelophylax perezi;1979;5;-4,15;39,15
Pelophylax perezi;1999;2;-7,89623;39,51748
Pelophylax perezi;2019;6;-5,206593;36,60829
Pelophylax perezi;2018;9;-6,161336;37,23049
Pelophylax perezi;2001;1;-0,88;38,6
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2020;6;-5,813946;37,82892
Pelophylax perezi;2019;10;-4,625685;39,32431
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2017;8;-7,799156;37,41103
Pelophylax perezi;2011;5;-8,751813;39,4608
Pelophylax perezi;2006;1;-5,92;38,41
Pelophylax perezi;2022;6;-7,429835;39,28552
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2003;6;-8,173879;37,12396
Pelophylax perezi;2018;6;-6,344406;37,60667
Pelophylax perezi;2013;2;-5,786648;37,85136
Pelophylax perezi;2019;9;-3,55;36,72
Pelophylax perezi;2003;1;-8,557801;38,10453
Pelophylax perezi;2022;4;-7,597874;37,94434
Pelophylax perezi;2007;1;-8,519022;39,01424
Pelophylax perezi;2006;1;-2,12;39,97
Pelophylax perezi;2007;1;-7,907408;38,94642
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2005;5;-8,747168;39,99861
Pelophylax perezi;2017;5;-8,978712;39,18819
Pelophylax perezi;2018;4;-6,8755;37,1549
Pelophylax perezi;2007;1;-7,692364;38,1552
Pelophylax perezi;2021;5;-2,291409;37,47431
Pelophylax perezi;2004;1;-8,594404;38,10413
Pelophylax perezi;2014;10;-0,52;38,25
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2004;1;-8,27002;37,08717
Pelophylax perezi;2021;10;-4,834425;37,9633
Pelophylax perezi;1990;1;-8,083237;38,72825
Pelophylax perezi;1990;1;-8,253275;37,21515
Pelophylax perezi;2018;3;-4,768373;37,8793
Pelophylax perezi;2004;4;-8,052366;39,77852
Pelophylax perezi;2004;11;-8,70454;39,97643
Pelophylax perezi;2021;11;-7,338128;37,73409
Pelophylax perezi;2007;1;-8,8495;37,28167
Pelophylax perezi;2007;1;-6,942285;39,76814
Pelophylax perezi;1978;8;-5,06;39,59
Pelophylax perezi;2021;4;-9,206433;39,29984
Pelophylax perezi;2018;12;-4,814734;37,95502
Pelophylax perezi;2022;5;-6,160958;39,18847
Pelophylax perezi;2018;4;-6,011488;39,97551
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2019;5;-9,167478;38,66311
Pelophylax perezi;2006;1;-4,31;38,26
Pelophylax perezi;2004;1;-8,944021;38,53147
Pelophylax perezi;1990;1;-8,104392;37,52182
Pelophylax perezi;2019;4;-6,017033;39,97682
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2006;1;-3,74;37,54
Pelophylax perezi;2006;1;-0,85;39,32
Pelophylax perezi;2016;6;-9,252291;38,76388
Pelophylax perezi;2007;1;-7,326156;39,42301
Pelophylax perezi;2006;1;-3,06;37,63
Pelophylax perezi;2020;5;-4,35;37,49
Pelophylax perezi;2021;10;-6,880202;37,78468
Pelophylax perezi;2012;5;-0,32;39,34
Pelophylax perezi;2022;4;-0,483727;39,18749
Pelophylax perezi;2022;1;-3,59;37,17
Pelophylax perezi;2006;1;-5,43;37,43
Pelophylax perezi;2007;1;-9,063587;39,64753
Pelophylax perezi;2012;5;-6,025114;39,80278
Pelophylax perezi;2012;6;-8,724608;38,30041
Pelophylax perezi;2010;5;-1,32;39,42
Pelophylax perezi;2020;10;-7,010235;37,28306
Pelophylax perezi;2018;3;-5,63;36,05
Pelophylax perezi;2005;3;-7,52089;39,69258
Pelophylax perezi;2021;3;-8,024247;37,13081
Pelophylax perezi;2007;1;-7,622253;37,89113
Pelophylax perezi;2019;8;-6,00655;37,37335
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2016;10;-5,840137;37,95837
Pelophylax perezi;2021;7;-3,900725;36,9783
Pelophylax perezi;2021;5;-4,533108;37,00619
Pelophylax perezi;2007;1;-7,877722;37,10292
Pelophylax perezi;2007;1;-8,507045;37,72075
Pelophylax perezi;1997;3;-7,435071;39,33199
Pelophylax perezi;2004;5;-8,409829;39,53966
Pelophylax perezi;1990;1;-8,132192;38,90381
Pelophylax perezi;2022;5;-8,410529;39,65403
Pelophylax perezi;2002;1;-7,458549;38,25099
Pelophylax perezi;2004;1;-8,70903;39,88276
Pelophylax perezi;2019;4;-6,344176;37,60674
Pelophylax perezi;2020;11;-9,346452;39,01094
Pelophylax perezi;2021;3;-6,043514;37,31959
Pelophylax perezi;2022;2;-6,57;37,04
Pelophylax perezi;2005;6;-8,050609;38,17888
Pelophylax perezi;2016;4;-0,75;38,28
Pelophylax perezi;2006;1;-4,81;39,96
Pelophylax perezi;1994;6;-8,125468;39,78973
Pelophylax perezi;2019;4;-6,218643;39,40981
Pelophylax perezi;2006;1;-3,28;37,54
Pelophylax perezi;2009;5;-0,67;39,06
Pelophylax perezi;1994;6;-7,660148;39,69519
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2021;3;-4,37;37,5
Pelophylax perezi;2004;6;-7,871756;39,66273
Pelophylax perezi;2006;1;-3,63;38,44
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2022;5;-5,278752;37,80129
Pelophylax perezi;2018;3;-4,25;37,44
Pelophylax perezi;2022;5;-5,933578;37,35325
Pelophylax perezi;2004;1;-7,422857;39,8724
Pelophylax perezi;2004;4;-8,228693;38,07155
Pelophylax perezi;2010;6;-1,03;38,99
Pelophylax perezi;2007;1;-7,289491;37,95289
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;2017;5;-8,440005;37,18349
Pelophylax perezi;2015;12;-0,6;38,3
Pelophylax perezi;1991;4;-0,48;38,7
Pelophylax perezi;2012;4;-0,66;38,6
Pelophylax perezi;2007;1;-8,506068;38,55409
Pelophylax perezi;1972;7;-5,12;39,64
Pelophylax perezi;1990;1;-8,71577;38,04977
Pelophylax perezi;2022;4;-5,817514;39,64629
Pelophylax perezi;1992;4;-8,594725;39,43191
Pelophylax perezi;2016;4;-0,66;38,21
Pelophylax perezi;1990;1;-8,294164;39,88978
Pelophylax perezi;1973;4;-2,44;38,51
Pelophylax perezi;2004;1;-7,186728;39,95904
Pelophylax perezi;2022;3;-6,448277;39,46189
Pelophylax perezi;2012;5;-5,68277;37,93814
Pelophylax perezi;2005;6;-7,340783;39,67601
Pelophylax perezi;2020;2;-3,59;37,17
Pelophylax perezi;2019;6;1,315256;38,9872
Pelophylax perezi;1978;7;-2,44;38,51
Pelophylax perezi;2006;1;-7,36;37,44
Pelophylax perezi;2014;10;-4,922;38,58614
Pelophylax perezi;2004;1;-7,576314;38,07224
Pelophylax perezi;2001;10;-7,387933;39,47749
Pelophylax perezi;2006;1;-3,73;37,45
Pelophylax perezi;1977;5;-4,15;39,15
Pelophylax perezi;2006;1;-4,97;37,17
Pelophylax perezi;2020;9;-7,407899;39,34822
Pelophylax perezi;2019;11;-3,52;37,23
Pelophylax perezi;2021;3;-6,89375;37,17441
Pelophylax perezi;2006;1;-5,93;38,68
Pelophylax perezi;2007;1;-7,68648;37,69419
Pelophylax perezi;1979;5;-4,15;39,15
Pelophylax perezi;2022;3;-6,869476;37,15187
Pelophylax perezi;2006;1;-4,41;37,35
Pelophylax perezi;2020;5;-5,225539;38,0036
